ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AmbTemp	SR	time	KAPPA	TIRE_TEMP	run_id	test_type	FZ_set	IA_set	V_set	P_set	T_set	block_id
210.35	40	477.29	0.058	0	22.18	22.35	55	-35.28	4.25	-222	-6.88	-2.66	0.1728	-0.0208	35.61	57.13	54.52	56.27		-0.0075	210.35	-0.0075	56.27	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	112
244.19	40	484.41	0.069	0	20.91	22.01	55	-64.04	-44.2	-1112	2.4	1.47	0.056	0.0387	35.98	53.84	49.09	50.89		-0.0503	244.19	-0.0503	50.89	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	113
277.98	40	479.48	0.076	0	21.82	22.23	55	-29.22	-0.55	-445	-6.25	7.6	0.0661	0.0012	35.73	55.23	51.89	53.98		-0.0187	277.98	-0.0187	53.98	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	114
311.79	40	482.42	0.032	2	21.21	22.14	55	-53.8	184.15	-890	-18.41	24.2	0.0585	-0.2002	35.49	55.06	49.93	50.98		-0.0419	311.79	-0.0419	50.98	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	115
345.59	40	481.53	0.06	2	21.53	22.13	55	-35.76	126.82	-667	-13.44	17.39	0.0538	-0.1907	35.59	55.65	51.04	52.37		-0.0272	345.59	-0.0272	52.37	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	116
379.34	40	477.7	0.052	2	22.25	22.32	55	-36.4	33.73	-222	-6.82	6.83	0.1927	-0.1786	35.57	56.81	52.75	54.55		-0.0031	379.34	-0.0031	54.55	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	117
413.19	40	484.68	0.03	2	20.9	22.03	55	-73.16	194.33	-1112	-22.64	16.26	0.0657	-0.1746	35.61	52.04	47.92	49.77		-0.0511	413.19	-0.0511	49.77	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	118
446.97	40	478.87	0.05	2	21.87	22.25	55	-28.39	88.1	-445	-9.65	20.28	0.0635	-0.197	35.62	54.61	51.25	52.79		-0.017	446.97	-0.017	52.79	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	119
480.8	40	482.97	0.068	4	21.22	22.06	55	-52.86	327.36	-890	-31.55	41.01	0.0576	-0.3566	35.42	53.73	49.59	50.57		-0.0383	480.8	-0.0383	50.57	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	120
514.589	40	481.53	0.056	4	21.57	22.12	55	-38.4	241.37	-667	-23.49	36.19	0.0562	-0.3532	35.55	54.52	51.1	52.31		-0.0247	514.589	-0.0247	52.31	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	121
548.329	40	478.25	0.04	4	22.35	22.28	55	-31.22	45.85	-222	-18.19	18.5	0.1575	-0.2314	35.28	55.89	53.02	54.57		0.0031	548.329	0.0031	54.57	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	122
582.188	40	485.43	0.06	4	20.89	21.95	55	-67.04	332.56	-1112	-25.92	31.35	0.0584	-0.2898	35.58	51.06	47.41	49.74		-0.0482	582.188	-0.0482	49.74	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	123
615.957	40	480.78	0.041	4	21.95	22.16	55	-46.55	150.27	-445	-22.68	21.12	0.1141	-0.3683	35.36	54.18	50.76	52.99		-0.0096	615.957	-0.0096	52.99	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	124
721.184	40	478.8	0.08	0	21.39	22.28	83	-43.16	-42.95	-1112	-0.6	8.91	0.0376	0.0374	35.79	48.44	44.8	48.01		-0.0398	721.184	-0.0398	48.01	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	125
754.973	40	477.57	0.062	0	21.63	22.32	83	-45.97	-26.05	-890	1.94	6.21	0.0507	0.0287	36.03	52.13	48.6	51.69		-0.0311	754.973	-0.0311	51.69	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	126
788.763	40	476.95	0.055	0	21.86	22.35	83	-32.12	-5.16	-667	-1.38	1.1	0.0498	0.008	36.02	53.56	50.24	53.13		-0.0218	788.763	-0.0218	53.13	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	127
822.532	40	473.05	0.059	0	22.4	22.52	83	-31.07	7.05	-222	1.25	-3.15	0.1479	-0.0336	35.75	54.74	52.18	54.68		-0.0055	822.532	-0.0055	54.68	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	128
856.381	40	479.48	0.077	0	21.42	22.25	83	-57.99	-48.86	-1112	-4.27	0.17	0.0535	0.0451	36.12	52.02	49.12	50.95		-0.0373	856.381	-0.0373	50.95	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	129
890.15	40	474.49	0.074	0	22.11	22.49	83	-32.56	-1.96	-445	-7.25	2.87	0.0773	0.0046	36.0	54.64	51.85	54.19		-0.0171	890.15	-0.0171	54.19	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	130
923.969	40	478.46	0.046	2	21.66	22.32	83	-45.85	134.13	-890	-16.78	21.03	0.0529	-0.1548	35.84	54.09	51.29	51.85		-0.0297	923.969	-0.0297	51.85	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	131
957.758	40	476.2	0.048	2	21.89	22.42	83	-43.86	80.28	-667	-17.36	21.32	0.0657	-0.1202	35.72	54.96	52.24	53.63		-0.0234	957.758	-0.0234	53.63	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	132
991.518	40	473.94	0.03	2	22.43	22.49	83	-38.11	19.45	-222	-10.35	8.26	0.2072	-0.1057	35.62	55.98	53.42	55.09		-0.0026	991.518	-0.0026	55.09	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	133
1025.377	40	478.59	0.059	2	21.42	22.24	83	-62.61	152.39	-1112	-19.24	22.59	0.0568	-0.1381	35.77	51.79	49.61	51.75		-0.0371	1025.377	-0.0371	51.75	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	134
1059.134	40	474.83	0.037	2	22.15	22.46	83	-41.72	47.48	-445	-14.55	15.25	0.0955	-0.1087	35.8	54.61	52.49	54.95		-0.0138	1059.134	-0.0138	54.61	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	135
1092.962	40	477.64	0.049	4	21.71	22.28	83	-41.98	224.81	-890	-26.98	41.05	0.0479	-0.2565	35.68	52.53	51.0	52.96		-0.0258	1092.962	-0.0258	52.53	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	136
1126.739	40	477.29	0.049	4	21.98	22.34	83	-37.22	148.8	-667	-22.1	33.94	0.0564	-0.2256	35.56	53.14	52.09	54.66		-0.0164	1126.739	-0.0164	53.14	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	137
1160.507	40	475.52	0.054	4	22.54	22.42	83	-32.93	14.5	-222	-12.16	20.66	0.1686	-0.0742	35.67	52.99	53.52	55.6		0.0054	1160.507	0.0054	53.52	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	138
1194.364	40	478.59	0.056	4	21.45	22.33	83	-48.11	312.63	-1112	-34.89	48.06	0.042	-0.273	35.68	50.13	49.14	52.24		-0.0395	1194.364	-0.0395	50.13	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	139
1228.112	40	476.06	0.041	4	22.24	22.38	83	-45.5	79.3	-445	-22.65	24.64	0.1106	-0.1928	35.5	53.6	52.38	55.19		-0.0063	1228.112	-0.0063	53.6	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	140
1333.374	24	285.84	0.07	0	21.62	22.33	83	-43.76	-20.5	-890	-2.3	5.21	0.0486	0.0228	36.06	47.21	45.21	49.02		-0.0317	1333.374	-0.0317	47.21	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	141
1367.152	24	285.63	0.047	0	21.85	22.42	83	-27.67	3.59	-667	-4.88	6.33	0.0427	-0.0055	36.34	49.04	47.43	49.98		-0.0256	1367.152	-0.0256	49.04	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	142
1400.909	24	283.31	0.043	0	22.41	22.59	83	-18.73	11.44	-222	0.34	2.79	0.083	-0.0507	36.07	50.32	47.99	51.5		-0.0082	1400.909	-0.0082	50.32	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	143
1434.777	24	286.8	0.041	0	21.4	22.32	83	-54.85	-37.17	-1112	0.18	3.69	0.0487	0.033	36.23	48.18	45.67	48.4		-0.0408	1434.777	-0.0408	48.18	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	144
1468.535	24	285.09	0.058	0	22.11	22.45	83	-23.48	8.78	-445	-4.64	6.81	0.0575	-0.0215	36.2	50.21	47.78	50.45		-0.015	1468.535	-0.015	50.21	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	145
1513.301	72	855.08	0.048	0	21.83	22.47	83	-62.41	-6.71	-890	-1.33	-6.2	0.071	0.0076	35.94	51.4	48.38	50.24		-0.0288	1513.301	-0.0288	50.24	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	146
1547.099	72	853.44	0.06	0	22.03	22.52	83	-40.11	-5.05	-667	3.05	3.94	0.0603	0.0076	36.24	56.28	53.61	55.3		-0.022	1547.099	-0.022	55.3	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	147
1580.876	72	847.56	0.064	0	22.52	22.66	83	-36.71	4.49	-222	4.29	-5.0	0.1821	-0.0223	35.59	56.99	55.79	56.48		-0.006	1580.876	-0.006	56.48	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	148
1614.704	72	858.22	0.058	0	21.58	22.38	83	-69.84	-40.56	-1112	1.39	-5.29	0.0634	0.0368	36.13	54.07	53.32	53.22		-0.0355	1614.704	-0.0355	53.32	B2356run32	lateral_pure	-671.29	0.016	40.19	81.8	58.86	149
