ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AmbTemp	SR	time	KAPPA	TIRE_TEMP	run_id	test_type	FZ_set	IA_set	V_set	P_set	T_set	block_id
1015.497	40	479.2	0.016	4	22.102	22.318	83	-61.39	166.71	-667	-35.12	12.13	0.1	-0.27	34.47	47.16	51.13	57.26		-0.01	1015.497	-0.01	51.13	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	136
1044.475	40	475.65	0.019	4	22.669	22.505	83	-39.53	21.38	-222	-16.82	7.29	0.19	-0.1	34.05	45.92	51.84	58.81		0.007	1044.475	0.007	51.84	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	137
1073.513	40	479.61	0.028	4	21.646	22.296	83	-89.21	377.32	-1112	-53.03	20.15	0.08	-0.34	34.36	44.49	48.99	57.11		-0.029	1073.513	-0.029	48.99	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	138
1102.481	40	477.22	0.023	4	22.349	22.421	83	-48.02	86.98	-445	-27.53	7.46	0.11	-0.2	34.4	46.22	51.67	59.37		-0.003	1102.481	-0.003	51.67	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	139
1210.543	24	287.46	0.027	0	21.763	22.348	83	-60.04	49.91	-890	-4.4	-7.18	0.07	-0.06	34.05	43.34	44.79	51.89		-0.026	1210.543	-0.026	44.79	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	140
1239.531	24	286.71	0.04	0	21.943	22.424	83	-39.1	70.07	-667	0.86	0.08	0.06	-0.12	34.26	45.65	46.35	53.04		-0.021	1239.531	-0.021	46.35	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	141
1268.479	24	283.83	0.008	0	22.387	22.603	83	-43.25	40.71	-222	-4.18	-2.56	0.2	-0.19	34.27	47.24	47.62	53.5		-0.01	1268.479	-0.01	47.62	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	142
1297.547	24	288.48	0.025	0	21.568	22.324	83	-69.96	26.18	-1112	-3.64	-10.08	0.07	-0.03	34.26	45.01	45.44	50.78		-0.034	1297.547	-0.034	45.44	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	143
1326.505	24	286.23	0.014	0	22.139	22.479	83	-21.19	74.67	-445	0.86	4.28	0.05	-0.19	34.25	46.9	46.6	52.03		-0.015	1326.505	-0.015	46.9	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	144
1371.482	72	857.42	0.013	0	21.957	22.428	83	-52.0	75.25	-890	-3.95	-1.07	0.06	-0.09	34.36	48.91	47.56	52.91		-0.021	1371.482	-0.021	48.91	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	145
1400.469	72	854.34	0.033	0	22.113	22.473	83	-74.6	53.65	-667	-5.8	-4.62	0.12	-0.08	34.67	53.69	51.89	57.41		-0.016	1400.469	-0.016	53.69	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	146
1429.457	72	849.21	0.038	0	22.534	22.644	83	-47.73	26.19	-222	-2.56	1.36	0.23	-0.13	34.66	54.2	52.7	54.39		-0.005	1429.457	-0.005	54.2	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	147
1458.485	72	859.2	0.015	0	21.75	22.392	83	-87.35	40.37	-1112	-3.06	-4.17	0.08	-0.04	34.86	52.59	51.84	54.74		-0.029	1458.485	-0.029	52.59	B1654run25	lateral_pure	-667.98	-0.025	40.31	82.78	55.35	148
