ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AmbTemp	SR	time	KAPPA	TIRE_TEMP	run_id	test_type	FZ_set	IA_set	V_set	P_set	T_set	block_id
890.14	40	-0.06	0.055	0	19.85	-179857.91	83	-18.18	-41.82	-445	-5.47	5.01	0.0407	0.0935	35.77	52.37	52.53	54.43		-1.0001	890.14	-1.0001	52.53	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	130
923.949	40	0.01	0.043	2	19.39	1170972.25	83	-36.8	66.14	-890	-19.09	28.13	0.0404	-0.0725	35.66	51.83	51.44	52.87		-1.0	923.949	-1.0	51.83	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	131
957.738	40	0.01	0.054	2	19.62	1168260.75	83	-27.86	23.84	-667	-17.66	20.66	0.0415	-0.0355	35.7	52.42	52.85	54.44		-1.0	957.738	-1.0	52.85	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	132
991.508	40	-0.06	0.036	2	20.18	-180150.91	83	-24.49	-2.26	-222	-8.64	12.5	0.1099	0.0101	35.37	53.81	53.57	54.41		-1.0001	991.508	-1.0001	53.81	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	133
1025.357	40	-0.13	0.067	2	19.16	-83601.91	83	-42.21	80.23	-1112	-21.63	26.91	0.0369	-0.0701	35.78	49.75	50.3	52.61		-1.0002	1025.357	-1.0002	50.3	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	134
1059.124	40	0.08	0.071	2	19.89	137410.84	83	-27.46	-6.02	-445	-13.84	17.97	0.0627	0.0137	35.57	53.1	52.96	55.17		-0.9999	1059.124	-0.9999	53.1	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	135
1092.942	40	-0.06	0.053	4	19.44	-179773.88	83	-32.93	166.38	-890	-35.73	43.76	0.0364	-0.1839	35.36	50.33	51.76	54.23		-1.0001	1092.942	-1.0001	51.76	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	136
1126.719	40	-0.06	0.038	4	19.7	-179941.59	83	-36.42	103.56	-667	-27.64	33.42	0.0543	-0.1545	35.42	51.53	53.16	55.83		-1.0001	1126.719	-1.0001	53.16	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	137
1160.487	40	0.01	0.035	4	20.28	1172881.38	83	-19.84	2.36	-222	-12.38	25.47	0.0869	-0.0103	35.16	50.44	54.46	56.52		-1.0	1160.487	-1.0	54.46	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	138
1194.344	40	-0.06	0.067	4	19.19	-179564.62	83	-44.1	244.02	-1112	-38.22	52.12	0.0383	-0.2121	35.5	47.83	50.24	54.24		-1.0001	1194.344	-1.0001	50.24	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	139
1228.102	40	0.01	0.068	4	19.99	1169350.88	83	-30.88	25.15	-445	-22.12	29.26	0.0704	-0.0574	35.18	51.57	53.19	56.58		-1.0	1228.102	-1.0	53.19	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	140
1333.354	24	0.08	0.059	0	19.36	82938.06	83	-29.02	-94.24	-890	-1.27	7.71	0.0315	0.1023	35.77	44.56	46.28	50.98		-0.9998	1333.354	-0.9998	46.28	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	141
1367.142	24	0.01	0.071	0	19.58	701446.81	83	-17.72	-61.68	-667	-2.5	8.92	0.026	0.0906	36.02	46.54	48.12	51.49		-1.0	1367.142	-1.0	48.12	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	142
1400.899	24	0.01	0.043	0	20.12	701454.19	83	-9.08	-11.55	-222	-3.37	2.34	0.0424	0.054	35.92	47.31	49.36	51.68		-1.0	1400.899	-1.0	49.36	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	143
1434.747	24	0.01	0.056	0	19.14	702258.0	83	-42.49	-107.52	-1112	-3.55	5.08	0.0375	0.0949	36.01	44.93	46.62	49.2		-1.0	1434.747	-1.0	46.62	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	144
1468.515	24	-0.06	0.039	0	19.83	-108249.67	83	-8.17	-26.78	-445	-3.89	6.37	0.0185	0.0608	36.05	46.79	48.66	50.3		-1.0002	1468.515	-1.0002	48.66	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	145
1513.291	72	-0.06	0.047	0	19.55	-324118.22	83	-43.09	-99.72	-890	-3.58	1.17	0.0473	0.1094	35.59	48.64	49.24	51.69		-1.0001	1513.291	-1.0001	49.24	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	146
1547.089	72	0.01	0.069	0	19.74	2104323.5	83	-30.92	-63.47	-667	-0.61	1.97	0.0457	0.0939	35.87	53.79	54.57	54.77		-1.0	1547.089	-1.0	54.57	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	147
1580.876	72	0.01	0.078	0	20.25	2104055.5	83	-16.69	-23.94	-222	-5.35	2.02	0.0751	0.1078	35.19	55.63	56.1	50.34		-1.0	1580.876	-1.0	55.63	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	148
1614.684	72	0.08	0.045	0	19.32	247631.56	83	-48.13	-117.74	-1112	-2.29	-0.55	0.0425	0.1039	36.12	52.98	54.11	53.15		-0.9999	1614.684	-0.9999	53.15	B2356run9	lateral_pure	-671.68	0.016	40.19	82.41	58.81	149
