ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AmbTemp	SR	time	KAPPA	TIRE_TEMP	run_id	test_type	FZ_set	IA_set	V_set	P_set	T_set	block_id
1999.736	40	0.09	0.048	4	19.84	116745.24	97	-40.66	23.62	-445	-17.53	28.08	0.0966	-0.0561	35.33	53.03	54.5	57.74		-0.9998	1999.736	-0.9998	54.5	B2356run14	lateral_pure	-677.085	1.993	40.19	82.51	59.85	109
142.75	40	-0.05	0.037	0	18.69	-228377.11	55	-38.61	-39.21	-890	-5.05	1.64	0.0437	0.0444	37.06	56.01	55.19	59.02		-1.0001	142.75	-1.0001	56.01	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	110
176.55	40	0.09	0.046	0	18.98	118277.51	55	-28.21	-43.92	-667	-5.31	1.3	0.0418	0.065	36.91	55.88	55.68	59.12		-0.9998	176.55	-0.9998	55.88	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	111
210.34	40	0.09	0.07	0	19.64	118607.53	55	-4.1	-21.28	-222	-4.79	3.79	0.0193	0.1002	36.34	56.54	56.59	58.82		-0.9998	210.34	-0.9998	56.59	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	112
244.16	40	0.09	0.065	0	18.41	118524.52	55	-39.53	-60.13	-1112	-3.71	3.06	0.0354	0.0539	36.99	53.07	51.35	54.88		-0.9998	244.16	-0.9998	53.07	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	113
277.95	40	0.02	0.055	0	19.29	492699.66	55	-30.71	-31.13	-445	-4.83	5.59	0.0717	0.0726	36.4	55.28	54.56	57.31		-1.0	277.95	-1.0	55.28	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	114
311.76	40	-0.05	0.051	2	18.7	-228482.44	55	-57.52	108.78	-890	-18.27	25.09	0.0644	-0.1217	36.38	54.25	52.63	55.75		-1.0001	311.76	-1.0001	54.25	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	115
345.55	40	0.02	0.027	2	18.99	492242.62	55	-12.12	84.83	-667	-15.36	20.22	0.0179	-0.125	36.38	54.78	53.71	56.93		-1.0	345.55	-1.0	54.78	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	116
379.32	40	0.09	0.036	2	19.68	118552.88	55	-34.29	4.46	-222	-9.22	12.26	0.1682	-0.0219	35.87	56.25	55.2	57.88		-0.9998	379.32	-0.9998	56.25	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	117
413.16	40	0.02	0.044	2	18.42	492355.25	55	-65.54	133.36	-1112	-19.76	23.19	0.0579	-0.1177	36.28	51.61	50.83	55.19		-1.0	413.16	-1.0	51.61	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	118
446.95	40	-0.12	0.068	2	19.33	-92578.6	55	0.73	20.66	-445	-12.76	20.09	-0.0016	-0.0468	36.16	53.9	53.98	57.57		-1.0002	446.95	-1.0002	53.98	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	119
480.76	40	0.02	0.039	4	18.74	492241.31	55	-56.96	260.72	-890	-29.62	47.09	0.0629	-0.288	35.98	53.38	52.04	56.38		-1.0	480.76	-1.0	53.38	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	120
514.559	40	-0.05	0.069	4	19.05	-228323.67	55	-41.81	163.13	-667	-23.01	41.89	0.0618	-0.2412	35.92	53.91	53.58	57.3		-1.0001	514.559	-1.0001	53.91	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	121
548.309	40	-0.05	0.053	4	19.77	-228007.64	55	-21.52	11.01	-222	-13.58	25.85	0.1025	-0.0524	35.75	56.26	55.06	58.41		-1.0001	548.309	-1.0001	56.26	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	122
582.168	40	0.02	0.051	4	18.43	492468.59	55	-72.12	316.74	-1112	-35.29	52.42	0.0633	-0.2779	35.92	51.42	50.46	56.09		-1.0	582.168	-1.0	51.42	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	123
615.937	40	0.16	0.072	4	19.38	67316.3	55	-32.28	71.96	-445	-19.19	34.52	0.0758	-0.1689	35.82	54.02	53.43	58.17		-0.9997	615.937	-0.9997	54.02	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	124
721.144	40	0.02	0.04	0	18.88	492813.44	83	-59.48	-94.81	-1112	-5.16	0.47	0.0523	0.0834	36.63	47.75	46.76	53.7		-1.0	721.144	-1.0	47.75	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	125
754.943	40	0.16	0.047	0	19.1	67456.77	83	-37.2	-78.67	-890	-3.71	1.67	0.0406	0.0859	36.57	50.95	50.82	56.72		-0.9997	754.943	-0.9997	50.95	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	126
788.743	40	-0.05	0.066	0	19.34	-228377.09	83	-14.95	-54.13	-667	-4.09	4.88	0.0225	0.0815	36.44	51.42	52.35	57.42		-1.0001	788.743	-1.0001	52.35	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	127
822.522	40	0.16	0.045	0	19.86	67160.23	83	-21.78	-17.46	-222	-2.76	0.75	0.0963	0.0772	35.74	52.69	53.71	56.49		-0.9997	822.522	-0.9997	53.71	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	128
856.341	40	0.02	0.048	0	18.89	491670.88	83	-49.71	-92.07	-1112	-3.98	0.52	0.0435	0.0806	36.44	49.42	50.9	53.19		-1.0	856.341	-1.0	50.9	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	129
890.13	40	0.09	0.047	0	19.58	118415.13	83	-1.45	-28.75	-445	-5.07	5.02	0.0033	0.0646	36.16	52.32	54.14	56.01		-0.9998	890.13	-0.9998	54.14	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	130
923.949	40	0.02	0.065	2	19.12	492812.75	83	-28.54	39.61	-890	-17.77	25.51	0.0319	-0.0443	36.15	51.66	52.87	54.13		-1.0	923.949	-1.0	52.87	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	131
957.738	40	0.02	0.05	2	19.35	492357.03	83	-37.21	17.99	-667	-15.33	24.72	0.0569	-0.0275	36.27	52.75	54.07	56.4		-1.0	957.738	-1.0	54.07	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	132
991.508	40	-0.05	0.048	2	19.89	-227742.73	83	-30.58	-8.61	-222	-7.93	12.95	0.1384	0.039	35.88	55.27	55.21	57.13		-1.0001	991.508	-1.0001	55.27	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	133
1025.337	40	-0.05	0.023	2	18.89	-228324.25	83	-45.24	86.85	-1112	-18.29	22.97	0.0403	-0.0773	36.4	50.45	51.45	54.71		-1.0001	1025.337	-1.0001	51.45	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	134
1059.114	40	-0.05	0.044	2	19.62	-228007.25	83	-28.41	1.63	-445	-11.99	17.05	0.0672	-0.0038	36.03	53.51	54.45	57.27		-1.0001	1059.114	-1.0001	54.45	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	135
1092.932	40	-0.12	0.035	4	19.16	-92600.06	83	-29.08	148.46	-890	-28.92	39.14	0.0319	-0.1628	36.21	52.06	53.31	56.53		-1.0002	1092.932	-1.0002	53.31	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	136
1126.719	40	0.02	0.049	4	19.43	492814.84	83	-51.86	84.89	-667	-22.57	37.19	0.0794	-0.13	36.08	53.41	53.95	57.86		-1.0	1126.719	-1.0	53.95	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	137
1160.487	40	0.09	0.067	4	19.99	118552.95	83	-9.06	-3.65	-222	-12.44	25.19	0.0392	0.0158	35.8	54.79	55.5	58.59		-0.9998	1160.487	-0.9998	55.5	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	138
1194.334	40	-0.05	0.059	4	18.92	-228376.73	83	-53.56	210.09	-1112	-30.34	43.97	0.0477	-0.1871	36.06	50.17	50.91	56.83		-1.0001	1194.334	-1.0001	50.91	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	139
1228.082	40	0.02	0.02	4	19.69	492816.47	83	-12.99	34.94	-445	-18.32	26.22	0.0296	-0.0797	35.97	54.47	53.84	58.68		-1.0	1228.082	-1.0	54.47	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	140
1333.334	24	0.09	0.045	0	19.09	70950.42	83	-29.2	-58.38	-890	-3.8	6.91	0.0337	0.0674	36.54	46.51	47.29	52.92		-0.9997	1333.334	-0.9997	47.29	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	141
1367.132	24	0.02	0.067	0	19.33	294661.72	83	-23.57	-59.13	-667	-3.48	7.28	0.0338	0.0848	36.64	48.1	49.18	53.62		-0.9999	1367.132	-0.9999	49.18	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	142
1400.899	24	0.02	0.045	0	19.87	295692.06	83	-17.17	-10.29	-222	-2.64	3.65	0.0765	0.0459	36.49	49.3	50.53	54.15		-0.9999	1400.899	-0.9999	50.53	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	143
1434.737	24	0.09	0.062	0	18.87	70977.7	83	-35.96	-87.01	-1112	-2.13	6.0	0.0322	0.078	36.87	47.39	47.62	51.29		-0.9997	1434.737	-0.9997	47.62	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	144
1468.515	24	0.02	0.076	0	19.58	295119.19	83	-14.5	-34.94	-445	-3.54	8.82	0.0325	0.0783	36.73	48.88	49.49	52.92		-0.9999	1468.515	-0.9999	49.49	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	145
1513.281	72	0.09	0.057	0	19.3	213398.81	83	-49.65	-77.87	-890	-4.05	-0.83	0.0549	0.0861	36.6	49.85	50.08	53.79		-0.9999	1513.281	-0.9999	50.08	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	146
1547.079	72	0.02	0.045	0	19.49	886833.06	83	-15.92	-50.19	-667	-4.56	1.72	0.0237	0.0747	36.52	55.18	55.66	57.03		-1.0	1547.079	-1.0	55.66	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	147
1580.866	72	0.09	0.028	0	19.99	213179.31	83	-9.27	-12.99	-222	-3.27	1.42	0.0416	0.0583	35.85	56.64	57.84	52.88		-0.9999	1580.866	-0.9999	56.64	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	148
1614.674	72	0.02	0.042	0	19.05	886376.0	83	-85.05	-92.55	-1112	-1.88	-2.22	0.0758	0.0825	36.63	54.28	55.2	54.38		-1.0	1614.674	-1.0	54.38	B2356run15	lateral_pure	-670.03	0.016	40.19	82.11	60.71	149
