t,ax,ay,az,gx,gy,gz
7374,-0.11,-0.27,9.78,-0.05,-0.00,-0.00
7390,-0.10,-0.28,9.82,-0.05,-0.00,-0.00
7405,-0.09,-0.31,9.79,-0.05,-0.00,0.00
7420,-0.06,-0.32,9.80,-0.05,-0.00,0.00
7436,-0.06,-0.28,9.81,-0.05,-0.00,0.00
7451,-0.03,-0.29,9.80,-0.05,-0.00,0.00
7467,-0.02,-0.29,9.77,-0.05,-0.00,0.00
7482,-0.05,-0.29,9.81,-0.05,-0.00,-0.00
7498,-0.05,-0.30,9.80,-0.05,-0.00,-0.00
7514,-0.07,-0.31,9.81,-0.05,-0.00,-0.00
7529,-0.05,-0.28,9.79,-0.05,-0.00,0.00
7544,-0.05,-0.28,9.80,-0.05,-0.00,0.00
7560,-0.06,-0.24,9.81,-0.05,-0.00,0.00
7575,-0.05,-0.25,9.79,-0.05,-0.00,0.00
7590,-0.06,-0.28,9.80,-0.05,-0.00,-0.00
7606,-0.07,-0.32,9.84,-0.05,0.00,-0.00
7621,-0.06,-0.32,9.80,-0.05,0.00,0.00
7636,-0.11,-0.32,9.80,-0.05,-0.00,-0.00
7653,-0.10,-0.33,9.79,-0.05,-0.00,-0.00
7668,-0.12,-0.31,9.77,-0.05,-0.00,0.00
7684,-0.09,-0.28,9.78,-0.05,-0.00,0.00
7699,-0.06,-0.26,9.78,-0.05,-0.00,-0.00
7714,-0.05,-0.27,9.78,-0.05,-0.00,0.00
7730,-0.04,-0.26,9.80,-0.05,-0.00,-0.00
7745,-0.07,-0.28,9.78,-0.05,-0.00,0.00
7760,-0.05,-0.30,9.81,-0.05,-0.00,0.00
7776,-0.06,-0.31,9.79,-0.05,-0.00,0.00
7792,-0.07,-0.30,9.80,-0.05,-0.00,-0.00
7808,-0.09,-0.30,9.79,-0.05,-0.00,0.00
7823,-0.07,-0.30,9.80,-0.05,-0.00,-0.00
7838,-0.09,-0.30,9.77,-0.05,-0.00,0.00
7854,-0.11,-0.31,9.81,-0.05,-0.00,0.00
7869,-0.11,-0.28,9.81,-0.05,-0.00,0.00
7884,-0.10,-0.25,9.79,-0.05,0.00,0.00
7900,-0.09,-0.26,9.77,-0.05,-0.00,-0.00
7915,-0.08,-0.26,9.76,-0.05,-0.00,-0.00
7931,-0.08,-0.27,9.82,-0.05,-0.00,-0.00
7947,-0.07,-0.28,9.82,-0.05,-0.00,-0.00
7962,-0.07,-0.30,9.84,-0.05,-0.00,-0.00
7977,-0.06,-0.33,9.82,-0.05,-0.00,-0.00
7993,-0.06,-0.33,9.81,-0.05,-0.00,0.00
8008,-0.05,-0.33,9.80,-0.05,-0.00,0.00
8024,-0.02,-0.29,9.81,-0.05,-0.00,0.00
8039,-0.03,-0.30,9.79,-0.05,-0.00,0.00
8054,-0.06,-0.28,9.79,-0.05,-0.00,-0.00
8071,-0.08,-0.27,9.81,-0.05,-0.00,-0.00
8086,-0.11,-0.25,9.81,-0.05,-0.00,-0.00
8101,-0.12,-0.29,9.79,-0.05,-0.00,-0.00
8117,-0.12,-0.28,9.78,-0.05,-0.00,0.00
8132,-0.11,-0.29,9.80,-0.05,-0.00,-0.00
8147,-0.11,-0.32,9.80,-0.05,0.00,0.00
8163,-0.10,-0.33,9.78,-0.05,-0.00,0.00
8178,-0.08,-0.31,9.82,-0.05,-0.00,0.00
8194,-0.06,-0.32,9.77,-0.05,-0.00,-0.00
8210,-0.00,-0.31,9.78,-0.05,-0.00,0.00
8225,0.04,-0.27,9.79,-0.05,-0.00,0.00
8241,0.02,-0.25,9.82,-0.05,0.00,0.00
8256,0.03,-0.25,9.80,-0.05,-0.00,0.00
8271,0.00,-0.27,9.80,-0.05,0.00,-0.00
8287,-0.06,-0.30,9.78,-0.05,-0.00,-0.00
8302,-0.08,-0.30,9.80,-0.05,-0.00,-0.00
8317,-0.12,-0.31,9.81,-0.05,-0.00,-0.00
8333,-0.14,-0.32,9.78,-0.05,-0.00,-0.00
8349,-0.14,-0.29,9.79,-0.05,-0.00,-0.00
8365,-0.15,-0.31,9.77,-0.05,-0.00,-0.00
8380,-0.13,-0.31,9.79,-0.05,-0.00,-0.00
8395,-0.12,-0.27,9.78,-0.05,-0.00,-0.00
8411,-0.09,-0.28,9.81,-0.05,-0.00,-0.00
8426,-0.07,-0.31,9.81,-0.05,-0.00,-0.00
8441,-0.07,-0.29,9.82,-0.05,-0.00,0.00
8457,-0.03,-0.28,9.80,-0.05,-0.00,0.00
8473,-0.02,-0.28,9.78,-0.05,-0.00,0.00
8488,0.00,-0.25,9.79,-0.05,-0.00,0.00
8504,-0.01,-0.26,9.80,-0.05,-0.00,-0.00
8519,-0.03,-0.28,9.81,-0.05,-0.00,-0.00
8535,-0.04,-0.32,9.83,-0.05,-0.00,0.00
8550,-0.06,-0.32,9.80,-0.05,-0.00,0.00
8565,-0.08,-0.30,9.81,-0.05,-0.00,0.00
8581,-0.07,-0.28,9.80,-0.05,-0.00,0.00
8596,-0.07,-0.26,9.79,-0.05,-0.00,0.00
8611,-0.10,-0.26,9.78,-0.05,-0.00,-0.00
8628,-0.11,-0.27,9.78,-0.05,-0.00,-0.00
8643,-0.13,-0.30,9.79,-0.05,-0.00,-0.00
8658,-0.13,-0.32,9.79,-0.05,-0.00,-0.00
8674,-0.11,-0.32,9.80,-0.05,-0.00,0.00
8689,-0.08,-0.32,9.80,-0.05,-0.00,0.00
8705,-0.07,-0.31,9.80,-0.05,-0.00,0.00
8720,-0.04,-0.28,9.79,-0.05,-0.00,0.00
8735,-0.01,-0.28,9.81,-0.05,-0.00,-0.00
8752,-0.02,-0.29,9.81,-0.05,-0.00,-0.00
8767,-0.03,-0.28,9.81,-0.05,-0.00,-0.00
8782,-0.04,-0.28,9.80,-0.05,-0.00,-0.00
8798,-0.03,-0.30,9.79,-0.05,-0.00,0.00
8813,-0.05,-0.30,9.78,-0.05,-0.00,0.00
8828,-0.07,-0.30,9.79,-0.05,-0.00,0.00
8844,-0.07,-0.27,9.80,-0.05,-0.00,0.00
8859,-0.07,-0.29,9.82,-0.05,0.00,0.00
8875,-0.10,-0.30,9.79,-0.05,-0.00,0.00
8891,-0.12,-0.30,9.78,-0.05,-0.00,0.00
8906,-0.10,-0.30,9.80,-0.05,0.00,0.00
8922,-0.09,-0.28,9.77,-0.05,0.00,0.00
8937,-0.08,-0.29,9.77,-0.05,-0.00,0.00
8952,-0.04,-0.27,9.80,-0.05,0.00,0.00
8968,-0.05,-0.28,9.79,-0.05,-0.00,0.00
8983,-0.04,-0.30,9.79,-0.05,-0.00,0.00
8998,-0.04,-0.29,9.82,-0.05,-0.00,0.00
9014,-0.04,-0.32,9.78,-0.05,-0.00,0.00
9029,-0.05,-0.31,9.79,-0.05,-0.00,0.00
9046,-0.05,-0.28,9.80,-0.05,-0.00,0.00
9061,-0.05,-0.29,9.79,-0.05,-0.00,0.00
9076,-0.09,-0.29,9.80,-0.05,-0.00,0.00
9092,-0.10,-0.29,9.79,-0.05,-0.00,0.00
9107,-0.10,-0.29,9.80,-0.05,0.00,0.00
9122,-0.12,-0.30,9.80,-0.05,-0.00,0.00
9138,-0.10,-0.30,9.82,-0.05,-0.00,0.00
9153,-0.11,-0.25,9.80,-0.05,-0.00,0.00
