ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AmbTemp	SR	time	KAPPA	TIRE_TEMP	run_id	test_type	FZ_set	IA_set	V_set	P_set	T_set	block_id
311.78	40	0.11	0.066	2	18.88	95477.74	55	-40.88	149.53	-890	-21.64	26.11	0.0433	-0.1584	35.02	52.36	48.87	49.86		-0.9998	311.78	-0.9998	49.86	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	119
345.58	40	-0.03	0.059	2	19.21	-426001.25	55	-30.85	109.93	-667	-18.13	27.36	0.0438	-0.1562	34.79	53.25	50.39	51.67		-1.0	345.58	-1.0	51.67	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	120
379.34	40	0.11	0.05	2	19.96	95434.81	55	-18.56	-3.91	-222	-11.59	18.8	0.0895	0.0188	34.24	55.29	52.6	53.28		-0.9998	379.34	-0.9998	53.28	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	121
413.18	40	0.11	0.075	2	18.6	95389.16	55	-47.01	157.82	-1112	-21.79	24.78	0.0405	-0.1358	35.17	50.0	47.09	49.33		-0.9998	413.18	-0.9998	49.33	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	122
446.97	40	0.04	0.059	2	19.54	246576.09	55	-16.93	56.16	-445	-14.58	26.23	0.0378	-0.1252	34.7	52.64	50.86	52.09		-0.9999	446.97	-0.9999	52.09	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	123
480.79	40	0.04	0.072	4	18.87	245888.45	55	-39.22	306.97	-890	-34.88	48.04	0.0407	-0.3188	34.77	51.62	48.78	49.77		-0.9999	480.79	-0.9999	49.77	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	124
514.579	40	-0.03	0.033	4	19.2	-426494.69	55	-36.08	237.61	-667	-28.43	47.23	0.0513	-0.3376	34.38	52.74	50.61	51.2		-1.0	514.579	-1.0	51.2	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	125
548.339	40	0.04	0.084	4	20.05	246349.52	55	-17.84	12.15	-222	-14.16	34.38	0.0849	-0.0578	34.33	53.9	52.78	53.89		-0.9999	548.339	-0.9999	53.89	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	126
582.178	40	0.04	0.07	4	18.56	246860.66	55	-52.32	361.93	-1112	-37.77	46.36	0.044	-0.3043	34.85	49.4	46.85	49.06		-0.9999	582.178	-0.9999	49.06	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	127
615.967	40	-0.03	0.076	4	19.6	-425410.53	55	-16.05	103.3	-445	-23.1	39.12	0.0346	-0.223	34.49	53.03	51.07	52.77		-1.0	615.967	-1.0	52.77	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	128
721.154	40	0.04	0.037	0	19.14	246462.42	83	-54.74	-63.3	-1112	-4.66	2.18	0.0482	0.0557	35.22	46.5	44.27	48.46		-0.9999	721.154	-0.9999	46.5	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	129
754.963	40	0.11	0.063	0	19.41	95456.2	83	-37.73	-74.62	-890	-3.52	7.01	0.0424	0.0838	35.31	49.8	48.42	51.88		-0.9998	754.963	-0.9998	49.8	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	130
788.753	40	0.04	0.061	0	19.65	246577.19	83	-30.26	-56.54	-667	-5.31	8.13	0.0453	0.0847	35.32	51.23	50.05	53.17		-0.9999	788.753	-0.9999	51.23	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	131
822.522	40	-0.03	0.035	0	20.18	-425711.5	83	-18.75	-11.58	-222	-2.24	4.3	0.0906	0.056	34.89	52.54	51.28	55.17		-1.0	822.522	-1.0	52.54	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	132
856.351	40	-0.03	0.045	0	19.2	-425708.03	83	-45.12	-70.23	-1112	-4.99	3.55	0.0393	0.0612	35.54	49.08	47.93	49.95		-1.0	856.351	-1.0	49.08	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	133
890.14	40	0.04	0.058	0	19.9	245949.23	83	-6.64	-38.04	-445	-3.69	7.4	0.0156	0.0891	35.35	51.53	51.32	52.85		-0.9999	890.14	-0.9999	51.53	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	134
923.959	40	0.04	0.077	2	19.42	245947.52	83	-41.39	91.15	-890	-21.35	29.97	0.0456	-0.1004	35.09	51.12	49.71	50.4		-0.9999	923.959	-0.9999	50.4	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	135
957.748	40	0.04	0.05	2	19.67	246005.88	83	-16.17	42.57	-667	-17.07	28.41	0.0236	-0.0622	35.11	51.93	51.33	52.17		-0.9999	957.748	-0.9999	51.93	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	136
991.518	40	-0.09	0.057	2	20.22	-114056.38	83	-9.23	-14.03	-222	-8.95	15.19	0.0442	0.0672	34.65	53.38	52.5	54.05		-1.0002	991.518	-1.0002	53.38	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	137
1025.357	40	0.04	0.061	2	19.17	246061.86	83	-45.69	134.98	-1112	-21.77	28.05	0.0402	-0.1186	35.38	49.47	48.36	50.22		-0.9999	1025.357	-0.9999	49.47	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	138
1059.134	40	0.04	0.062	2	19.94	246006.44	83	-4.86	-1.04	-445	-14.09	23.29	0.0112	0.0024	34.93	52.85	51.75	53.33		-0.9999	1059.134	-0.9999	52.85	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	139
1092.952	40	0.04	0.055	4	19.45	246804.8	83	-27.4	210.68	-890	-32.83	48.7	0.0296	-0.2274	34.96	49.95	50.33	51.88		-0.9999	1092.952	-0.9999	50.33	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	140
1126.739	40	0.11	0.073	4	19.72	95389.91	83	-13.01	111.28	-667	-28.22	40.78	0.0194	-0.1657	34.97	51.33	51.69	53.09		-0.9998	1126.739	-0.9998	51.69	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	141
1160.507	40	0.04	0.071	4	20.34	246064.58	83	-23.83	-5.62	-222	-13.43	27.75	0.108	0.0255	34.81	50.29	53.82	54.99		-0.9999	1160.507	-0.9999	53.82	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	142
1194.344	40	0.04	0.042	4	19.19	246290.42	83	-49.4	298.8	-1112	-39.38	46.42	0.0424	-0.2564	35.02	48.09	48.31	51.55		-0.9999	1194.344	-0.9999	48.31	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	143
1228.112	40	0.04	0.055	4	20.03	246349.75	83	-5.07	39.98	-445	-19.75	33.53	0.0117	-0.0921	34.79	51.89	52.49	54.46		-0.9999	1228.112	-0.9999	52.49	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	144
1333.364	24	-0.03	0.07	0	19.38	-255364.17	83	-32.32	-70.63	-890	-5.0	7.06	0.0352	0.0768	35.63	44.69	45.31	49.1		-1.0001	1333.364	-1.0001	45.31	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	145
1367.152	24	-0.03	0.069	0	19.62	-254674.98	83	-19.33	-53.21	-667	-4.15	9.97	0.0286	0.0787	35.59	46.98	47.51	50.33		-1.0001	1367.152	-1.0001	47.51	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	146
1400.909	24	-0.03	0.055	0	20.17	-255468.08	83	2.1	-17.27	-222	-2.4	6.66	-0.0101	0.0831	35.35	47.8	48.67	52.52		-1.0001	1400.909	-1.0001	48.67	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	147
1434.757	24	0.04	0.048	0	19.16	147385.44	83	-42.63	-60.5	-1112	-4.58	6.83	0.0375	0.0532	35.84	45.29	45.76	48.16		-0.9999	1434.757	-0.9999	45.76	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	148
1468.525	24	-0.03	0.051	0	19.87	-255269.14	83	-7.02	-33.47	-445	-4.59	8.78	0.0158	0.0752	35.66	47.11	47.92	49.97		-1.0001	1468.525	-1.0001	47.92	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	149
1513.281	72	0.04	0.037	0	19.6	443015.59	83	-53.64	-51.26	-890	-4.63	0.37	0.0597	0.057	35.7	49.37	48.11	50.85		-1.0	1513.281	-1.0	49.37	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	150
1547.089	72	0.04	0.057	0	19.81	443358.16	83	-40.68	-57.16	-667	-3.93	5.06	0.0609	0.0856	35.53	54.33	52.76	54.9		-1.0	1547.089	-1.0	54.33	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	151
1580.866	72	0.18	0.048	0	20.3	106520.8	83	-3.89	-17.46	-222	-3.92	1.6	0.0183	0.0822	34.96	55.04	54.81	53.77		-0.9998	1580.866	-0.9998	54.81	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	152
1614.674	72	0.11	0.034	0	19.35	171958.84	83	-64.11	-56.2	-1112	-3.12	-0.73	0.0572	0.0502	35.89	52.99	52.0	52.52		-0.9999	1614.674	-0.9999	52.52	B2356run6	lateral_pure	-671.87	0.014	40.19	82.21	57.27	153
